location_id,date,temp_c,humidity_pct,rainfall_mm
kalimati,2024-04-26,18.4,70.2,3.9
kalimati,2024-04-27,22.2,64.5,3.5
kalimati,2024-04-28,26.8,63.3,0.3
kalimati,2024-04-29,20.8,48.8,6.1
kalimati,2024-04-30,23.9,62.1,8.6
kalimati,2024-05-01,21.9,63.8,4.7
kalimati,2024-05-02,14.6,65.3,0.0
kalimati,2024-05-03,16.7,76.9,11.4
kalimati,2024-05-04,21.7,76.1,20.1
kalimati,2024-05-05,18.5,55.8,7.2
kalimati,2024-05-06,26.2,61.1,3.4
kalimati,2024-05-07,25.5,51.0,11.0
kalimati,2024-05-08,28.5,55.4,1.4
kalimati,2024-05-09,21.5,48.1,1.9
kalimati,2024-05-10,20.5,72.2,0.3
kalimati,2024-05-11,26.5,72.4,0.0
kalimati,2024-05-12,16.8,40.3,3.8
kalimati,2024-05-13,26.4,75.6,2.3
kalimati,2024-05-14,20.1,71.8,10.7
kalimati,2024-05-15,21.5,68.5,4.4
kalimati,2024-05-16,21.1,60.7,5.1
kalimati,2024-05-17,22.1,68.2,6.7
kalimati,2024-05-18,16.8,57.2,1.6
kalimati,2024-05-19,20.1,72.1,4.3
kalimati,2024-05-20,22.4,66.9,5.5
kalimati,2024-05-21,26.5,65.3,1.5
kalimati,2024-05-22,21.3,52.7,4.9
kalimati,2024-05-23,21.3,55.6,0.6
kalimati,2024-05-24,20.5,52.0,3.2
kalimati,2024-05-25,20.5,63.8,3.5
kalimati,2024-05-26,20.3,63.3,1.2
kalimati,2024-05-27,20.2,70.6,1.5
kalimati,2024-05-28,18.5,64.6,2.8
kalimati,2024-05-29,25.9,57.4,4.9
kalimati,2024-05-30,14.4,60.2,0.4
kalimati,2024-05-31,25.1,65.8,15.2
kalimati,2024-06-01,29.1,77.4,20.8
kalimati,2024-06-02,31.3,77.2,10.8
kalimati,2024-06-03,26.2,55.0,15.6
kalimati,2024-06-04,28.3,70.9,18.0
kalimati,2024-06-05,25.1,49.6,6.8
kalimati,2024-06-06,24.3,71.5,32.9
kalimati,2024-06-07,29.8,60.3,16.2
kalimati,2024-06-08,31.6,65.1,30.8
kalimati,2024-06-09,27.2,60.8,13.0
kalimati,2024-06-10,30.1,56.2,7.0
kalimati,2024-06-11,32.0,65.4,10.5
kalimati,2024-06-12,24.8,70.2,39.3
kalimati,2024-06-13,28.7,63.7,19.7
kalimati,2024-06-14,24.6,64.2,7.2
kalimati,2024-06-15,28.4,57.5,19.9
kalimati,2024-06-16,25.9,74.3,25.9
kalimati,2024-06-17,29.5,85.2,36.9
kalimati,2024-06-18,26.7,92.4,34.6
kalimati,2024-06-19,29.1,85.0,28.6
kalimati,2024-06-20,29.1,90.4,64.8
kalimati,2024-06-21,29.6,77.3,35.8
kalimati,2024-06-22,29.5,81.0,14.0
kalimati,2024-06-23,29.4,54.6,24.8
kalimati,2024-06-24,24.9,61.3,29.4
kalimati,2024-06-25,25.3,75.6,25.8
kalimati,2024-06-26,26.9,53.0,4.9
kalimati,2024-06-27,28.4,78.5,32.8
kalimati,2024-06-28,26.8,86.8,66.0
kalimati,2024-06-29,32.9,90.2,54.2
kalimati,2024-06-30,29.3,68.7,14.9
kalimati,2024-07-01,28.1,63.2,6.8
kalimati,2024-07-02,26.9,89.5,67.2
kalimati,2024-07-03,22.6,81.4,30.5
kalimati,2024-07-04,27.8,49.7,13.3
kalimati,2024-07-05,23.3,63.5,11.7
kalimati,2024-07-06,25.3,61.3,25.6
kalimati,2024-07-07,28.9,88.6,59.9
kalimati,2024-07-08,32.6,66.1,28.3
kalimati,2024-07-09,32.7,81.0,30.0
kalimati,2024-07-10,31.0,77.5,25.8
kalimati,2024-07-11,28.8,74.5,12.1
kalimati,2024-07-12,29.8,97.0,46.9
kalimati,2024-07-13,25.4,75.9,15.8
kalimati,2024-07-14,28.1,79.8,38.4
kalimati,2024-07-15,29.5,68.5,6.7
kalimati,2024-07-16,27.6,68.9,13.8
kalimati,2024-07-17,29.9,64.8,20.1
kalimati,2024-07-18,29.6,85.8,48.8
kalimati,2024-07-19,28.7,56.5,9.5
kalimati,2024-07-20,26.9,69.9,9.2
kalimati,2024-07-21,28.4,61.7,24.5
kalimati,2024-07-22,28.0,61.0,10.1
kalimati,2024-07-23,32.0,66.6,17.8
kalimati,2024-07-24,28.7,79.2,38.9
kalimati,2024-07-25,25.1,68.9,12.6
kalimati,2024-07-26,28.6,71.8,47.2
kalimati,2024-07-27,24.2,87.7,19.7
kalimati,2024-07-28,28.3,63.4,17.9
kalimati,2024-07-29,24.9,65.9,13.5
kalimati,2024-07-30,25.4,76.2,21.0
kalimati,2024-07-31,27.9,67.8,31.5
kalimati,2024-08-01,29.4,70.0,36.4
kalimati,2024-08-02,29.4,60.1,6.2
kalimati,2024-08-03,26.6,52.4,6.3
kalimati,2024-08-04,27.3,78.0,53.7
kalimati,2024-08-05,26.0,61.0,32.8
kalimati,2024-08-06,28.8,64.0,33.6
kalimati,2024-08-07,24.6,62.9,10.7
kalimati,2024-08-08,27.1,76.4,14.0
kalimati,2024-08-09,24.4,66.6,12.8
kalimati,2024-08-10,23.8,76.8,25.2
kalimati,2024-08-11,30.7,92.6,39.7
kalimati,2024-08-12,29.2,75.0,24.0
kalimati,2024-08-13,27.0,73.6,47.3
kalimati,2024-08-14,28.2,74.8,24.4
kalimati,2024-08-15,25.7,75.5,29.8
kalimati,2024-08-16,31.2,61.9,13.1
kalimati,2024-08-17,30.6,81.7,34.8
kalimati,2024-08-18,29.1,72.7,14.9
kalimati,2024-08-19,25.9,69.1,25.8
kalimati,2024-08-20,26.1,75.0,21.5
kalimati,2024-08-21,26.4,64.8,5.3
kalimati,2024-08-22,26.2,67.5,20.1
kalimati,2024-08-23,30.9,63.6,7.0
kalimati,2024-08-24,27.9,77.2,24.1
kalimati,2024-08-25,28.2,62.2,21.1
kalimati,2024-08-26,22.4,73.3,30.1
kalimati,2024-08-27,30.7,69.2,22.0
kalimati,2024-08-28,22.9,63.6,14.1
kalimati,2024-08-29,27.5,82.5,13.6
kalimati,2024-08-30,27.6,64.7,10.2
kalimati,2024-08-31,27.8,63.0,7.4
kalimati,2024-09-01,18.1,56.4,12.6
kalimati,2024-09-02,18.2,66.7,3.5
kalimati,2024-09-03,27.0,57.4,19.5
kalimati,2024-09-04,23.5,72.9,46.9
kalimati,2024-09-05,24.4,83.4,15.4
kalimati,2024-09-06,22.0,72.4,31.0
kalimati,2024-09-07,20.6,69.9,24.9
kalimati,2024-09-08,18.6,82.3,33.4
kalimati,2024-09-09,25.1,77.0,23.2
kalimati,2024-09-10,20.1,66.8,43.5
kalimati,2024-09-11,21.8,73.2,12.5
kalimati,2024-09-12,27.0,73.9,32.0
kalimati,2024-09-13,19.1,73.2,24.4
kalimati,2024-09-14,25.2,83.9,28.9
kalimati,2024-09-15,25.4,77.5,26.5
kalimati,2024-09-16,23.6,56.3,10.8
kalimati,2024-09-17,23.4,71.3,28.9
kalimati,2024-09-18,20.9,84.1,31.1
kalimati,2024-09-19,22.1,70.6,17.2
kalimati,2024-09-20,22.4,68.6,13.4
kalimati,2024-09-21,15.3,70.6,30.8
kalimati,2024-09-22,22.2,57.1,18.1
kalimati,2024-09-23,26.4,59.6,15.6
kalimati,2024-09-24,26.8,87.2,29.9
kalimati,2024-09-25,24.0,68.3,22.5
kalimati,2024-09-26,27.4,64.0,45.1
kalimati,2024-09-27,22.1,69.1,18.0
kalimati,2024-09-28,21.9,84.9,44.1
kalimati,2024-09-29,23.3,77.5,18.7
kalimati,2024-09-30,28.0,80.1,24.6
kalimati,2024-10-01,23.8,72.1,4.4
kalimati,2024-10-02,16.8,57.7,17.2
kalimati,2024-10-03,25.0,66.9,3.2
kalimati,2024-10-04,15.7,67.1,0.7
kalimati,2024-10-05,18.9,75.3,9.1
kalimati,2024-10-06,22.9,47.6,3.4
kalimati,2024-10-07,21.5,54.9,1.4
kalimati,2024-10-08,20.1,56.0,4.1
kalimati,2024-10-09,26.3,63.4,6.7
kalimati,2024-10-10,28.4,65.6,3.0
kalimati,2024-10-11,19.3,69.0,6.5
kalimati,2024-10-12,24.0,57.5,15.6
kalimati,2024-10-13,22.3,47.4,6.1
kalimati,2024-10-14,28.5,44.2,0.5
kalimati,2024-10-15,23.3,53.3,2.8
kalimati,2024-10-16,23.4,61.5,18.1
kalimati,2024-10-17,24.6,67.4,21.8
kalimati,2024-10-18,21.5,68.1,2.5
kalimati,2024-10-19,17.9,58.4,3.4
kalimati,2024-10-20,21.8,57.6,2.4
kalimati,2024-10-21,22.6,77.2,6.6
kalimati,2024-10-22,18.6,48.2,9.9
kalimati,2024-10-23,20.3,74.7,5.2
kalimati,2024-10-24,26.8,58.2,1.3
kalimati,2024-10-25,19.1,72.7,6.6
kalimati,2024-10-26,24.5,65.3,15.7
kalimati,2024-10-27,21.1,71.3,18.8
kalimati,2024-10-28,24.2,61.6,3.1
kalimati,2024-10-29,24.1,62.1,2.4
kalimati,2024-10-30,21.5,65.7,3.6
kalimati,2024-10-31,24.1,66.9,19.2
kalimati,2024-11-01,18.4,59.4,0.4
kalimati,2024-11-02,26.1,55.7,0.1
kalimati,2024-11-03,23.7,65.1,5.5
kalimati,2024-11-04,20.1,67.1,12.0
kalimati,2024-11-05,14.8,62.8,4.1
kalimati,2024-11-06,20.2,64.6,1.1
kalimati,2024-11-07,18.2,64.5,0.9
kalimati,2024-11-08,20.7,74.6,3.0
kalimati,2024-11-09,23.2,63.9,5.8
kalimati,2024-11-10,17.4,60.4,9.7
kalimati,2024-11-11,20.6,58.3,1.8
kalimati,2024-11-12,22.7,56.6,5.2
kalimati,2024-11-13,22.2,58.2,0.2
kalimati,2024-11-14,20.0,60.1,2.3
kalimati,2024-11-15,24.2,57.9,0.6
kalimati,2024-11-16,17.7,58.2,4.9
kalimati,2024-11-17,22.3,80.4,3.6
kalimati,2024-11-18,20.9,68.7,4.0
kalimati,2024-11-19,23.9,80.4,0.3
kalimati,2024-11-20,19.5,72.6,13.6
kalimati,2024-11-21,17.1,73.1,6.4
kalimati,2024-11-22,22.9,71.0,2.5
kalimati,2024-11-23,21.5,76.3,5.4
kalimati,2024-11-24,21.4,54.9,2.1
kalimati,2024-11-25,16.0,79.9,17.6
kalimati,2024-11-26,19.8,79.7,14.7
kalimati,2024-11-27,21.4,58.1,13.7
kalimati,2024-11-28,25.7,66.8,1.2
kalimati,2024-11-29,17.6,62.8,0.6
kalimati,2024-11-30,19.8,57.0,2.7
kalimati,2024-12-01,13.0,72.9,0.4
kalimati,2024-12-02,3.8,47.2,0.4
kalimati,2024-12-03,22.0,60.0,0.9
kalimati,2024-12-04,13.7,55.2,0.4
kalimati,2024-12-05,9.0,39.6,2.0
kalimati,2024-12-06,17.2,57.9,0.1
kalimati,2024-12-07,17.7,56.1,1.3
kalimati,2024-12-08,12.8,54.2,2.1
kalimati,2024-12-09,13.3,42.0,0.3
kalimati,2024-12-10,10.9,55.2,0.2
kalimati,2024-12-11,9.5,47.4,0.5
kalimati,2024-12-12,16.3,70.2,0.6
kalimati,2024-12-13,9.5,57.6,0.2
kalimati,2024-12-14,15.9,46.3,1.3
kalimati,2024-12-15,11.2,66.8,0.1
kalimati,2024-12-16,7.6,68.4,3.5
kalimati,2024-12-17,13.4,47.2,2.5
kalimati,2024-12-18,14.8,68.8,0.4
kalimati,2024-12-19,13.4,59.9,0.4
kalimati,2024-12-20,10.3,53.0,0.3
kalimati,2024-12-21,5.9,54.8,3.4
kalimati,2024-12-22,15.8,62.3,0.3
kalimati,2024-12-23,10.5,64.9,0.0
kalimati,2024-12-24,13.0,56.7,0.5
kalimati,2024-12-25,20.2,57.0,1.2
kalimati,2024-12-26,10.0,65.2,1.9
kalimati,2024-12-27,6.9,63.3,2.0
kalimati,2024-12-28,13.0,62.5,2.3
kalimati,2024-12-29,13.7,60.2,1.8
kalimati,2024-12-30,6.9,63.6,3.2
kalimati,2024-12-31,3.0,67.5,1.5
kalimati,2025-01-01,4.7,49.9,4.0
kalimati,2025-01-02,14.1,70.1,2.2
kalimati,2025-01-03,6.8,53.7,0.8
kalimati,2025-01-04,12.1,66.2,1.1
kalimati,2025-01-05,13.2,59.3,0.2
kalimati,2025-01-06,8.3,59.5,0.2
kalimati,2025-01-07,10.9,74.3,0.1
kalimati,2025-01-08,16.2,62.9,1.6
kalimati,2025-01-09,12.2,64.3,0.4
kalimati,2025-01-10,10.3,72.3,1.6
kalimati,2025-01-11,12.9,48.8,1.6
kalimati,2025-01-12,12.7,62.5,3.4
kalimati,2025-01-13,8.8,61.0,0.7
kalimati,2025-01-14,10.5,43.0,1.1
kalimati,2025-01-15,15.5,66.3,0.2
kalimati,2025-01-16,10.0,46.8,0.5
kalimati,2025-01-17,10.5,43.5,1.3
kalimati,2025-01-18,15.9,55.6,1.2
kalimati,2025-01-19,13.9,69.5,0.1
kalimati,2025-01-20,12.9,46.0,1.0
kalimati,2025-01-21,11.6,71.0,0.2
kalimati,2025-01-22,9.8,45.2,0.2
kalimati,2025-01-23,12.6,57.9,0.4
kalimati,2025-01-24,17.1,55.1,0.3
kalimati,2025-01-25,8.8,47.5,0.9
kalimati,2025-01-26,9.3,56.9,0.4
kalimati,2025-01-27,11.7,57.9,0.2
kalimati,2025-01-28,8.0,59.2,2.8
kalimati,2025-01-29,13.7,54.7,1.0
kalimati,2025-01-30,19.1,55.1,2.0
kalimati,2025-01-31,9.7,72.3,1.3
kalimati,2025-02-01,15.3,64.8,1.1
kalimati,2025-02-02,14.9,56.5,0.1
kalimati,2025-02-03,15.3,45.9,1.9
kalimati,2025-02-04,6.5,53.0,3.0
kalimati,2025-02-05,12.4,62.1,1.4
kalimati,2025-02-06,21.2,53.4,0.0
kalimati,2025-02-07,6.2,72.6,0.4
kalimati,2025-02-08,7.6,57.2,0.1
kalimati,2025-02-09,9.7,70.4,0.1
kalimati,2025-02-10,12.9,79.4,2.1
kalimati,2025-02-11,8.8,58.7,0.8
kalimati,2025-02-12,-0.3,72.5,1.1
kalimati,2025-02-13,4.7,64.3,0.7
kalimati,2025-02-14,14.3,60.0,1.3
kalimati,2025-02-15,8.1,69.4,0.2
kalimati,2025-02-16,2.2,73.2,0.2
kalimati,2025-02-17,12.4,43.0,0.3
kalimati,2025-02-18,17.1,56.6,1.8
kalimati,2025-02-19,9.9,55.0,3.3
kalimati,2025-02-20,8.9,62.7,0.6
kalimati,2025-02-21,14.0,51.7,0.2
kalimati,2025-02-22,19.0,59.9,0.3
kalimati,2025-02-23,10.7,54.0,0.6
kalimati,2025-02-24,13.5,56.9,0.6
kalimati,2025-02-25,13.8,69.9,0.3
kalimati,2025-02-26,9.3,46.9,1.2
kalimati,2025-02-27,14.4,55.6,1.1
kalimati,2025-02-28,12.3,58.9,0.5
kalimati,2025-03-01,20.5,58.8,4.2
kalimati,2025-03-02,25.5,65.7,2.7
kalimati,2025-03-03,13.6,77.2,15.8
kalimati,2025-03-04,21.6,53.1,2.6
kalimati,2025-03-05,22.5,80.9,18.6
kalimati,2025-03-06,19.4,70.3,0.7
kalimati,2025-03-07,18.2,67.4,6.4
kalimati,2025-03-08,22.6,69.0,20.3
kalimati,2025-03-09,27.3,64.7,9.9
kalimati,2025-03-10,21.0,52.3,4.7
kalimati,2025-03-11,19.9,57.6,6.5
kalimati,2025-03-12,23.2,63.3,0.3
kalimati,2025-03-13,16.6,59.4,3.3
kalimati,2025-03-14,18.5,74.5,1.2
kalimati,2025-03-15,24.3,68.2,6.6
kalimati,2025-03-16,23.6,67.0,6.7
kalimati,2025-03-17,20.5,58.1,3.8
kalimati,2025-03-18,18.7,66.4,5.0
kalimati,2025-03-19,23.5,65.8,7.0
kalimati,2025-03-20,18.8,71.0,3.6
kalimati,2025-03-21,27.3,62.8,0.9
kalimati,2025-03-22,28.4,61.9,1.1
kalimati,2025-03-23,20.0,58.7,7.0
kalimati,2025-03-24,23.1,65.3,2.8
kalimati,2025-03-25,18.1,59.9,3.1
kalimati,2025-03-26,19.2,60.9,0.7
kalimati,2025-03-27,26.4,64.8,2.1
kalimati,2025-03-28,19.7,72.0,8.6
kalimati,2025-03-29,25.0,67.6,0.6
kalimati,2025-03-30,22.9,66.1,7.7
kalimati,2025-03-31,21.9,60.0,2.2
kalimati,2025-04-01,26.3,86.8,1.9
kalimati,2025-04-02,19.7,53.0,9.3
kalimati,2025-04-03,23.3,70.0,5.8
kalimati,2025-04-04,22.1,51.6,2.5
kalimati,2025-04-05,22.6,66.0,2.3
kalimati,2025-04-06,19.3,56.2,0.6
kalimati,2025-04-07,22.6,72.9,2.1
kalimati,2025-04-08,20.2,51.5,1.6
kalimati,2025-04-09,17.0,68.9,12.1
kalimati,2025-04-10,25.5,54.7,4.2
kalimati,2025-04-11,29.2,74.1,14.7
kalimati,2025-04-12,23.5,63.7,8.8
kalimati,2025-04-13,23.0,65.4,1.5
kalimati,2025-04-14,18.1,81.1,4.5
kalimati,2025-04-15,25.3,59.7,8.0
kalimati,2025-04-16,24.9,54.5,10.6
kalimati,2025-04-17,22.4,56.3,1.1
kalimati,2025-04-18,17.8,52.4,0.5
kalimati,2025-04-19,20.7,59.9,3.4
kalimati,2025-04-20,20.6,64.2,2.5
kalimati,2025-04-21,23.0,51.2,3.5
kalimati,2025-04-22,25.4,51.1,4.1
kalimati,2025-04-23,20.9,50.1,2.8
kalimati,2025-04-24,20.6,50.8,2.4
kalimati,2025-04-25,25.3,68.8,7.2
kalimati,2025-04-26,22.4,62.4,3.8
kalimati,2025-04-27,17.8,57.9,0.8
kalimati,2025-04-28,14.5,67.3,4.6
kalimati,2025-04-29,28.5,56.3,9.6
kalimati,2025-04-30,25.1,56.8,0.9
kalimati,2025-05-01,23.9,65.5,5.7
kalimati,2025-05-02,19.9,51.7,3.2
kalimati,2025-05-03,19.6,65.2,14.0
kalimati,2025-05-04,17.4,73.5,9.5
kalimati,2025-05-05,21.5,73.2,2.9
kalimati,2025-05-06,25.5,73.3,3.9
kalimati,2025-05-07,25.5,64.5,2.9
kalimati,2025-05-08,22.4,64.3,1.8
kalimati,2025-05-09,23.1,65.4,8.1
kalimati,2025-05-10,21.0,59.5,5.9
kalimati,2025-05-11,22.6,64.5,9.1
kalimati,2025-05-12,19.4,71.7,0.5
kalimati,2025-05-13,16.7,64.0,2.4
kalimati,2025-05-14,27.3,64.9,3.5
kalimati,2025-05-15,22.8,65.0,15.5
kalimati,2025-05-16,19.7,54.9,0.7
kalimati,2025-05-17,22.1,60.7,0.9
kalimati,2025-05-18,25.2,58.3,0.5
kalimati,2025-05-19,23.5,52.4,2.0
kalimati,2025-05-20,25.2,58.1,12.4
kalimati,2025-05-21,26.6,59.5,2.0
kalimati,2025-05-22,24.7,64.4,1.1
kalimati,2025-05-23,22.2,64.0,3.8
kalimati,2025-05-24,18.6,45.1,3.0
kalimati,2025-05-25,21.0,50.2,3.5
kalimati,2025-05-26,23.1,60.1,9.6
kalimati,2025-05-27,21.7,61.9,0.0
kalimati,2025-05-28,17.0,65.8,0.7
kalimati,2025-05-29,20.7,51.9,6.9
kalimati,2025-05-30,24.6,69.8,2.3
kalimati,2025-05-31,28.6,55.5,3.4
kalimati,2025-06-01,27.4,69.5,53.4
kalimati,2025-06-02,31.4,64.6,8.3
kalimati,2025-06-03,25.5,96.9,66.2
kalimati,2025-06-04,28.1,70.3,20.1
kalimati,2025-06-05,28.4,64.1,15.6
kalimati,2025-06-06,29.3,59.0,21.8
kalimati,2025-06-07,32.5,84.0,54.7
kalimati,2025-06-08,25.7,62.5,14.1
kalimati,2025-06-09,30.2,58.3,32.5
kalimati,2025-06-10,26.9,78.3,48.2
kalimati,2025-06-11,25.9,66.0,40.6
kalimati,2025-06-12,28.2,76.1,22.0
kalimati,2025-06-13,25.2,59.9,24.4
kalimati,2025-06-14,26.7,72.5,19.1
kalimati,2025-06-15,33.3,84.8,36.3
kalimati,2025-06-16,23.8,86.9,69.2
kalimati,2025-06-17,29.1,84.8,40.5
kalimati,2025-06-18,28.7,83.5,47.0
kalimati,2025-06-19,32.2,82.3,25.7
kalimati,2025-06-20,32.5,76.1,49.3
kalimati,2025-06-21,25.1,62.2,3.7
kalimati,2025-06-22,29.5,61.1,11.6
kalimati,2025-06-23,29.4,57.8,20.7
kalimati,2025-06-24,22.4,58.8,19.6
kalimati,2025-06-25,31.3,74.2,15.4
kalimati,2025-06-26,21.9,81.7,29.9
kalimati,2025-06-27,26.0,54.0,9.4
kalimati,2025-06-28,31.2,62.4,5.8
kalimati,2025-06-29,31.3,79.4,56.4
kalimati,2025-06-30,35.2,66.9,11.9
kalimati,2025-07-01,28.8,53.8,9.9
kalimati,2025-07-02,25.8,68.3,13.8
kalimati,2025-07-03,29.7,100.0,67.4
kalimati,2025-07-04,24.2,67.4,4.4
kalimati,2025-07-05,22.3,71.1,20.9
kalimati,2025-07-06,24.4,71.2,14.8
kalimati,2025-07-07,29.1,73.8,18.9
kalimati,2025-07-08,27.8,81.4,9.9
kalimati,2025-07-09,27.9,77.5,24.8
kalimati,2025-07-10,26.9,62.4,8.1
kalimati,2025-07-11,26.1,67.0,20.7
kalimati,2025-07-12,30.4,54.8,20.5
kalimati,2025-07-13,28.7,59.7,8.9
kalimati,2025-07-14,24.5,66.3,16.9
kalimati,2025-07-15,26.6,61.7,6.1
kalimati,2025-07-16,35.2,72.2,23.4
kalimati,2025-07-17,26.6,66.7,23.6
kalimati,2025-07-18,25.8,73.7,13.2
kalimati,2025-07-19,24.7,64.2,21.7
kalimati,2025-07-20,30.8,75.9,38.2
kalimati,2025-07-21,26.8,72.6,17.6
kalimati,2025-07-22,28.8,65.0,12.7
kalimati,2025-07-23,28.8,100.0,106.1
kalimati,2025-07-24,29.3,53.2,9.3
kalimati,2025-07-25,31.3,67.2,24.5
kalimati,2025-07-26,29.4,66.8,8.2
kalimati,2025-07-27,26.8,82.3,38.8
kalimati,2025-07-28,26.3,73.1,16.0
kalimati,2025-07-29,26.7,72.4,22.4
kalimati,2025-07-30,28.0,71.3,27.0
kalimati,2025-07-31,29.8,71.6,15.0
kalimati,2025-08-01,26.6,68.6,14.7
kalimati,2025-08-02,29.3,63.2,23.7
kalimati,2025-08-03,28.0,62.2,15.8
