market_id,commodity_id,date,price_npr,unit
kalimati,tomato,2024-08-10,72.32,kg
kalimati,tomato,2024-08-11,71.28,kg
kalimati,tomato,2024-08-12,74.32,kg
kalimati,tomato,2024-08-13,73.83,kg
kalimati,tomato,2024-08-14,75.02,kg
kalimati,tomato,2024-08-15,71.03,kg
kalimati,tomato,2024-08-16,75.03,kg
kalimati,tomato,2024-08-17,71.43,kg
kalimati,tomato,2024-08-18,73.3,kg
kalimati,tomato,2024-08-19,75.3,kg
kalimati,tomato,2024-08-20,77.18,kg
kalimati,tomato,2024-08-21,74.81,kg
kalimati,tomato,2024-08-22,75.96,kg
kalimati,tomato,2024-08-23,78.56,kg
kalimati,tomato,2024-08-24,73.9,kg
kalimati,tomato,2024-08-25,75.03,kg
kalimati,tomato,2024-08-26,74.75,kg
kalimati,tomato,2024-08-27,78.87,kg
kalimati,tomato,2024-08-28,77.56,kg
kalimati,tomato,2024-08-29,78.51,kg
kalimati,tomato,2024-08-30,81.28,kg
kalimati,tomato,2024-08-31,77.04,kg
kalimati,tomato,2024-09-01,77.3,kg
kalimati,tomato,2024-09-02,77.93,kg
kalimati,tomato,2024-09-03,73.79,kg
kalimati,tomato,2024-09-04,72.87,kg
kalimati,tomato,2024-09-05,76.04,kg
kalimati,tomato,2024-09-06,84.69,kg
kalimati,tomato,2024-09-07,82.66,kg
kalimati,tomato,2024-09-08,74.62,kg
kalimati,tomato,2024-09-09,77.59,kg
kalimati,tomato,2024-09-10,73.16,kg
kalimati,tomato,2024-09-11,76.91,kg
kalimati,tomato,2024-09-12,77.96,kg
kalimati,tomato,2024-09-13,76.67,kg
kalimati,tomato,2024-09-14,75.58,kg
kalimati,tomato,2024-09-15,75.2,kg
kalimati,tomato,2024-09-16,73.97,kg
kalimati,tomato,2024-09-17,78.25,kg
kalimati,tomato,2024-09-18,75.42,kg
kalimati,tomato,2024-09-19,75.97,kg
kalimati,tomato,2024-09-20,79.3,kg
kalimati,tomato,2024-09-21,73.47,kg
kalimati,tomato,2024-09-22,78.23,kg
kalimati,tomato,2024-09-23,75.4,kg
kalimati,tomato,2024-09-24,77.58,kg
kalimati,tomato,2024-09-25,76.91,kg
kalimati,tomato,2024-09-26,73.77,kg
kalimati,tomato,2024-09-27,79.76,kg
kalimati,tomato,2024-09-28,73.1,kg
kalimati,tomato,2024-09-29,74.54,kg
kalimati,tomato,2024-09-30,76.74,kg
kalimati,tomato,2024-10-01,61.45,kg
kalimati,tomato,2024-10-02,61.45,kg
kalimati,tomato,2024-10-03,76.52,kg
kalimati,tomato,2024-10-04,78.27,kg
kalimati,tomato,2024-10-05,74.75,kg
kalimati,tomato,2024-10-06,77.09,kg
kalimati,tomato,2024-10-07,77.44,kg
kalimati,tomato,2024-10-08,77.51,kg
kalimati,tomato,2024-10-09,77.73,kg
kalimati,tomato,2024-10-10,77.29,kg
kalimati,tomato,2024-10-11,78.68,kg
kalimati,tomato,2024-10-12,74.88,kg
kalimati,tomato,2024-10-13,77.58,kg
kalimati,tomato,2024-10-14,77.31,kg
kalimati,tomato,2024-10-15,77.53,kg
kalimati,tomato,2024-10-16,61.86,kg
kalimati,tomato,2024-10-17,61.77,kg
kalimati,tomato,2024-10-18,63.32,kg
kalimati,tomato,2024-10-19,59.36,kg
kalimati,tomato,2024-10-20,60.62,kg
kalimati,tomato,2024-10-21,60.0,kg
kalimati,tomato,2024-10-22,59.03,kg
kalimati,tomato,2024-10-23,58.78,kg
kalimati,tomato,2024-10-24,59.15,kg
kalimati,tomato,2024-10-25,60.25,kg
kalimati,tomato,2024-10-26,57.41,kg
kalimati,tomato,2024-10-27,59.69,kg
kalimati,tomato,2024-10-28,60.26,kg
kalimati,tomato,2024-10-29,60.24,kg
kalimati,tomato,2024-10-30,60.81,kg
kalimati,tomato,2024-10-31,60.84,kg
kalimati,tomato,2024-11-01,74.02,kg
kalimati,tomato,2024-11-02,70.1,kg
kalimati,tomato,2024-11-03,71.53,kg
kalimati,tomato,2024-11-04,71.11,kg
kalimati,tomato,2024-11-05,70.97,kg
kalimati,tomato,2024-11-06,59.52,kg
kalimati,tomato,2024-11-07,64.49,kg
kalimati,tomato,2024-11-08,65.15,kg
kalimati,tomato,2024-11-09,58.08,kg
kalimati,tomato,2024-11-10,59.46,kg
kalimati,tomato,2024-11-11,59.69,kg
kalimati,tomato,2024-11-12,59.66,kg
kalimati,tomato,2024-11-13,58.91,kg
kalimati,tomato,2024-11-14,59.34,kg
kalimati,tomato,2024-11-15,60.3,kg
kalimati,tomato,2024-11-16,57.17,kg
kalimati,tomato,2024-11-17,58.53,kg
kalimati,tomato,2024-11-18,58.31,kg
kalimati,tomato,2024-11-19,58.56,kg
kalimati,tomato,2024-11-20,58.53,kg
kalimati,tomato,2024-11-21,58.73,kg
kalimati,tomato,2024-11-22,60.11,kg
kalimati,tomato,2024-11-23,57.74,kg
kalimati,tomato,2024-11-24,59.41,kg
kalimati,tomato,2024-11-25,58.82,kg
kalimati,tomato,2024-11-26,59.32,kg
kalimati,tomato,2024-11-27,59.21,kg
kalimati,tomato,2024-11-28,59.72,kg
kalimati,tomato,2024-11-29,61.1,kg
kalimati,tomato,2024-11-30,58.06,kg
kalimati,tomato,2024-12-01,63.02,kg
kalimati,tomato,2024-12-02,63.9,kg
kalimati,tomato,2024-12-03,64.8,kg
kalimati,tomato,2024-12-04,64.79,kg
kalimati,tomato,2024-12-05,64.82,kg
kalimati,tomato,2024-12-06,66.56,kg
kalimati,tomato,2024-12-07,62.88,kg
kalimati,tomato,2024-12-08,64.93,kg
kalimati,tomato,2024-12-09,64.87,kg
kalimati,tomato,2024-12-10,64.97,kg
kalimati,tomato,2024-12-11,64.56,kg
kalimati,tomato,2024-12-12,63.82,kg
kalimati,tomato,2024-12-13,64.15,kg
kalimati,tomato,2024-12-14,60.55,kg
kalimati,tomato,2024-12-15,62.25,kg
kalimati,tomato,2024-12-16,62.15,kg
kalimati,tomato,2024-12-17,63.05,kg
kalimati,tomato,2024-12-18,63.55,kg
kalimati,tomato,2024-12-19,63.12,kg
kalimati,tomato,2024-12-20,64.55,kg
kalimati,tomato,2024-12-21,61.21,kg
kalimati,tomato,2024-12-22,62.99,kg
kalimati,tomato,2024-12-23,63.09,kg
kalimati,tomato,2024-12-24,63.37,kg
kalimati,tomato,2024-12-25,63.22,kg
kalimati,tomato,2024-12-26,63.7,kg
kalimati,tomato,2024-12-27,64.45,kg
kalimati,tomato,2024-12-28,61.3,kg
kalimati,tomato,2024-12-29,64.35,kg
kalimati,tomato,2024-12-30,64.42,kg
kalimati,tomato,2024-12-31,65.02,kg
kalimati,tomato,2025-01-01,65.02,kg
kalimati,tomato,2025-01-02,65.23,kg
kalimati,tomato,2025-01-03,66.45,kg
kalimati,tomato,2025-01-04,63.07,kg
kalimati,tomato,2025-01-05,64.63,kg
kalimati,tomato,2025-01-06,64.78,kg
kalimati,tomato,2025-01-07,64.37,kg
kalimati,tomato,2025-01-08,64.63,kg
kalimati,tomato,2025-01-09,65.08,kg
kalimati,tomato,2025-01-10,66.49,kg
kalimati,tomato,2025-01-11,63.06,kg
kalimati,tomato,2025-01-12,65.16,kg
kalimati,tomato,2025-01-13,64.98,kg
kalimati,tomato,2025-01-14,65.34,kg
kalimati,tomato,2025-01-15,64.48,kg
kalimati,tomato,2025-01-16,64.3,kg
kalimati,tomato,2025-01-17,64.66,kg
kalimati,tomato,2025-01-18,60.85,kg
kalimati,tomato,2025-01-19,63.36,kg
kalimati,tomato,2025-01-20,63.76,kg
kalimati,tomato,2025-01-21,63.43,kg
kalimati,tomato,2025-01-22,62.77,kg
kalimati,tomato,2025-01-23,61.48,kg
kalimati,tomato,2025-01-24,62.53,kg
kalimati,tomato,2025-01-25,60.56,kg
kalimati,tomato,2025-01-26,62.65,kg
kalimati,tomato,2025-01-27,62.43,kg
kalimati,tomato,2025-01-28,62.67,kg
kalimati,tomato,2025-01-29,62.0,kg
kalimati,tomato,2025-01-30,61.91,kg
kalimati,tomato,2025-01-31,63.24,kg
kalimati,tomato,2025-02-01,60.15,kg
kalimati,tomato,2025-02-02,62.4,kg
kalimati,tomato,2025-02-03,62.58,kg
kalimati,tomato,2025-02-04,62.9,kg
kalimati,tomato,2025-02-05,62.62,kg
kalimati,tomato,2025-02-06,63.04,kg
kalimati,tomato,2025-02-07,65.04,kg
kalimati,tomato,2025-02-08,61.43,kg
kalimati,tomato,2025-02-09,62.94,kg
kalimati,tomato,2025-02-10,63.54,kg
kalimati,tomato,2025-02-11,63.46,kg
kalimati,tomato,2025-02-12,64.08,kg
kalimati,tomato,2025-02-13,63.86,kg
kalimati,tomato,2025-02-14,65.78,kg
kalimati,tomato,2025-02-15,62.58,kg
kalimati,tomato,2025-02-16,64.6,kg
kalimati,tomato,2025-02-17,65.25,kg
kalimati,tomato,2025-02-18,65.04,kg
kalimati,tomato,2025-02-19,64.58,kg
kalimati,tomato,2025-02-20,64.34,kg
kalimati,tomato,2025-02-21,65.81,kg
kalimati,tomato,2025-02-22,61.88,kg
kalimati,tomato,2025-02-23,64.06,kg
kalimati,tomato,2025-02-24,63.81,kg
kalimati,tomato,2025-02-25,64.3,kg
kalimati,tomato,2025-02-26,63.22,kg
kalimati,tomato,2025-02-27,62.88,kg
kalimati,tomato,2025-02-28,63.4,kg
kalimati,tomato,2025-03-01,57.12,kg
kalimati,tomato,2025-03-02,59.03,kg
kalimati,tomato,2025-03-03,59.0,kg
kalimati,tomato,2025-03-04,58.94,kg
kalimati,tomato,2025-03-05,58.91,kg
kalimati,tomato,2025-03-06,59.05,kg
kalimati,tomato,2025-03-07,59.84,kg
kalimati,tomato,2025-03-08,57.24,kg
kalimati,tomato,2025-03-09,59.33,kg
kalimati,tomato,2025-03-10,59.53,kg
kalimati,tomato,2025-03-11,59.79,kg
kalimati,tomato,2025-03-12,59.93,kg
kalimati,tomato,2025-03-13,60.8,kg
kalimati,tomato,2025-03-14,66.92,kg
kalimati,tomato,2025-03-15,63.5,kg
kalimati,tomato,2025-03-16,60.29,kg
kalimati,tomato,2025-03-17,59.86,kg
kalimati,tomato,2025-03-18,59.36,kg
kalimati,tomato,2025-03-19,59.01,kg
kalimati,tomato,2025-03-20,59.03,kg
kalimati,tomato,2025-03-21,60.39,kg
kalimati,tomato,2025-03-22,57.49,kg
kalimati,tomato,2025-03-23,58.98,kg
kalimati,tomato,2025-03-24,59.4,kg
kalimati,tomato,2025-03-25,59.74,kg
kalimati,tomato,2025-03-26,59.7,kg
kalimati,tomato,2025-03-27,59.44,kg
kalimati,tomato,2025-03-28,60.9,kg
kalimati,tomato,2025-03-29,58.01,kg
kalimati,tomato,2025-03-30,59.21,kg
kalimati,tomato,2025-03-31,59.22,kg
kalimati,tomato,2025-04-01,59.37,kg
kalimati,tomato,2025-04-02,59.02,kg
kalimati,tomato,2025-04-03,59.14,kg
kalimati,tomato,2025-04-04,59.74,kg
kalimati,tomato,2025-04-05,57.41,kg
kalimati,tomato,2025-04-06,59.75,kg
kalimati,tomato,2025-04-07,59.66,kg
kalimati,tomato,2025-04-08,59.84,kg
kalimati,tomato,2025-04-09,58.84,kg
kalimati,tomato,2025-04-10,58.4,kg
kalimati,tomato,2025-04-11,59.51,kg
kalimati,tomato,2025-04-12,56.21,kg
kalimati,tomato,2025-04-13,58.33,kg
kalimati,tomato,2025-04-14,59.23,kg
kalimati,tomato,2025-04-15,58.77,kg
kalimati,tomato,2025-04-16,58.47,kg
kalimati,tomato,2025-04-17,58.63,kg
kalimati,tomato,2025-04-18,60.54,kg
kalimati,tomato,2025-04-19,57.11,kg
kalimati,tomato,2025-04-20,59.03,kg
kalimati,tomato,2025-04-21,59.83,kg
kalimati,tomato,2025-04-22,59.16,kg
kalimati,tomato,2025-04-23,58.66,kg
kalimati,tomato,2025-04-24,58.53,kg
kalimati,tomato,2025-04-25,59.54,kg
kalimati,tomato,2025-04-26,57.01,kg
kalimati,tomato,2025-04-27,58.92,kg
kalimati,tomato,2025-04-28,58.22,kg
kalimati,tomato,2025-04-29,58.5,kg
kalimati,tomato,2025-04-30,58.32,kg
kalimati,tomato,2025-05-01,58.92,kg
kalimati,tomato,2025-05-02,59.87,kg
kalimati,tomato,2025-05-03,56.73,kg
kalimati,tomato,2025-05-04,58.77,kg
kalimati,tomato,2025-05-05,59.14,kg
kalimati,tomato,2025-05-06,59.36,kg
kalimati,tomato,2025-05-07,58.69,kg
kalimati,tomato,2025-05-08,58.97,kg
kalimati,tomato,2025-05-09,59.75,kg
kalimati,tomato,2025-05-10,56.97,kg
kalimati,tomato,2025-05-11,58.18,kg
kalimati,tomato,2025-05-12,58.44,kg
kalimati,tomato,2025-05-13,58.16,kg
kalimati,tomato,2025-05-14,57.69,kg
kalimati,tomato,2025-05-15,58.07,kg
kalimati,tomato,2025-05-16,59.41,kg
kalimati,tomato,2025-05-17,56.31,kg
kalimati,tomato,2025-05-18,58.73,kg
kalimati,tomato,2025-05-19,58.59,kg
kalimati,tomato,2025-05-20,58.66,kg
kalimati,tomato,2025-05-21,58.83,kg
kalimati,tomato,2025-05-22,58.62,kg
kalimati,tomato,2025-05-23,60.05,kg
kalimati,tomato,2025-05-24,56.93,kg
kalimati,tomato,2025-05-25,58.57,kg
kalimati,tomato,2025-05-26,59.2,kg
kalimati,tomato,2025-05-27,58.8,kg
kalimati,tomato,2025-05-28,57.83,kg
kalimati,tomato,2025-05-29,58.59,kg
kalimati,tomato,2025-05-30,60.91,kg
kalimati,tomato,2025-05-31,57.78,kg
kalimati,tomato,2025-06-01,71.89,kg
kalimati,tomato,2025-06-02,69.95,kg
kalimati,tomato,2025-06-03,69.75,kg
kalimati,tomato,2025-06-04,69.96,kg
kalimati,tomato,2025-06-05,73.82,kg
kalimati,tomato,2025-06-06,72.01,kg
kalimati,tomato,2025-06-07,67.87,kg
kalimati,tomato,2025-06-08,74.49,kg
kalimati,tomato,2025-06-09,72.2,kg
kalimati,tomato,2025-06-10,75.1,kg
kalimati,tomato,2025-06-11,71.19,kg
kalimati,tomato,2025-06-12,71.04,kg
kalimati,tomato,2025-06-13,71.68,kg
kalimati,tomato,2025-06-14,72.4,kg
kalimati,tomato,2025-06-15,72.44,kg
kalimati,tomato,2025-06-16,73.97,kg
kalimati,tomato,2025-06-17,71.11,kg
kalimati,tomato,2025-06-18,70.02,kg
kalimati,tomato,2025-06-19,73.8,kg
kalimati,tomato,2025-06-20,74.71,kg
kalimati,tomato,2025-06-21,70.2,kg
kalimati,tomato,2025-06-22,70.36,kg
kalimati,tomato,2025-06-23,71.03,kg
kalimati,tomato,2025-06-24,73.68,kg
kalimati,tomato,2025-06-25,75.43,kg
kalimati,tomato,2025-06-26,74.14,kg
kalimati,tomato,2025-06-27,76.59,kg
kalimati,tomato,2025-06-28,70.24,kg
kalimati,tomato,2025-06-29,71.62,kg
kalimati,tomato,2025-06-30,77.01,kg
kalimati,tomato,2025-07-01,74.2,kg
kalimati,tomato,2025-07-02,76.98,kg
kalimati,tomato,2025-07-03,70.13,kg
kalimati,tomato,2025-07-04,71.22,kg
kalimati,tomato,2025-07-05,70.91,kg
kalimati,tomato,2025-07-06,69.76,kg
kalimati,tomato,2025-07-07,72.3,kg
kalimati,tomato,2025-07-08,73.73,kg
kalimati,tomato,2025-07-09,71.22,kg
kalimati,tomato,2025-07-10,71.91,kg
kalimati,tomato,2025-07-11,70.96,kg
kalimati,tomato,2025-07-12,66.76,kg
kalimati,tomato,2025-07-13,70.98,kg
kalimati,tomato,2025-07-14,70.5,kg
kalimati,tomato,2025-07-15,72.92,kg
kalimati,tomato,2025-07-16,68.77,kg
kalimati,tomato,2025-07-17,69.3,kg
kalimati,tomato,2025-07-18,69.44,kg
kalimati,tomato,2025-07-19,69.5,kg
kalimati,tomato,2025-07-20,69.27,kg
kalimati,tomato,2025-07-21,67.82,kg
kalimati,tomato,2025-07-22,67.97,kg
kalimati,tomato,2025-07-23,67.66,kg
kalimati,tomato,2025-07-24,67.06,kg
kalimati,tomato,2025-07-25,72.5,kg
kalimati,tomato,2025-07-26,68.22,kg
kalimati,tomato,2025-07-27,72.09,kg
kalimati,tomato,2025-07-28,73.12,kg
kalimati,tomato,2025-07-29,68.89,kg
kalimati,tomato,2025-07-30,73.04,kg
kalimati,tomato,2025-07-31,72.93,kg
kalimati,tomato,2025-08-01,73.49,kg
kalimati,tomato,2025-08-02,68.08,kg
kalimati,tomato,2025-08-03,70.29,kg
kalimati,tomato,2025-08-04,72.64,kg
kalimati,tomato,2025-08-05,71.9,kg
kalimati,tomato,2025-08-06,70.04,kg
kalimati,tomato,2025-08-07,71.71,kg
kalimati,tomato,2025-08-08,71.38,kg
kalimati,tomato,2025-08-09,71.91,kg
kalimati,tomato,2025-08-10,71.88,kg
kalimati,tomato,2025-08-11,73.55,kg
kalimati,tomato,2025-08-12,70.27,kg
kalimati,tomato,2025-08-13,70.48,kg
kalimati,tomato,2025-08-14,75.39,kg
kalimati,tomato,2025-08-15,71.79,kg
kalimati,tomato,2025-08-16,71.62,kg
kalimati,tomato,2025-08-17,75.74,kg
kalimati,tomato,2025-08-18,72.96,kg
kalimati,tomato,2025-08-19,70.99,kg
kalimati,tomato,2025-08-20,73.19,kg
kalimati,tomato,2025-08-21,72.7,kg
kalimati,tomato,2025-08-22,70.73,kg
kalimati,tomato,2025-08-23,69.0,kg
kalimati,tomato,2025-08-24,70.85,kg
kalimati,tomato,2025-08-25,72.84,kg
kalimati,tomato,2025-08-26,81.67,kg
kalimati,tomato,2025-08-27,80.83,kg
kalimati,tomato,2025-08-28,75.83,kg
